Data_Balanco;Tax Effect Of Unusual Items;Tax Rate For Calcs;Normalized EBITDA;Total Unusual Items;Total Unusual Items Excluding Goodwill;Net Income From Continuing Operation Net Minority Interest;Reconciled Depreciation;Reconciled Cost Of Revenue;EBITDA;EBIT;Net Interest Income;Interest Expense;Interest Income;Normalized Income;Net Income From Continuing And Discontinued Operation;Total Expenses;Total Operating Income As Reported;Diluted Average Shares;Basic Average Shares;Diluted EPS;Basic EPS;Diluted NI Availto Com Stockholders;Net Income Common Stockholders;Otherunder Preferred Stock Dividend;Net Income;Minority Interests;Net Income Including Noncontrolling Interests;Net Income Continuous Operations;Tax Provision;Pretax Income;Net Non Operating Interest Income Expense;Total Other Finance Cost;Interest Expense Non Operating;Interest Income Non Operating;Operating Income;Operating Expense;Other Operating Expenses;Selling General And Administration;General And Administrative Expense;Gross Profit;Cost Of Revenue;Total Revenue;Operating Revenue;Ticker;Net Income Extraordinary;Other Non Operating Income Expenses;Gain On Sale Of Security;Depreciation And Amortization In Income Statement;Depreciation Income Statement;Selling And Marketing Expense;Insurance And Claims;Rent And Landing Fees;Other Income Expense;Special Income Charges;Gain On Sale Of Ppe;Other Special Charges;Write Off;Restructuring And Mergern Acquisition;Earnings From Equity Interest;Other Taxes;Other Gand A;Excise Taxes;Rent Expense Supplemental;Impairment Of Capital Assets;Provision For Doubtful Accounts;Depreciation Amortization Depletion Income Statement;Salaries And Wages;Net Income Discontinuous Operations;Amortization;Amortization Of Intangibles Income Statement;Research And Development;Preferred Stock Dividends;Professional Expense And Contract Services Expense;Other Non Interest Expense;Net Policyholder Benefits And Claims;Average Dilution Earnings;Gain On Sale Of Business;Depletion Income Statement
2024-12-31;0,0;0,34;184666000,0;;;-129119000,0;102231000,0;861335000,0;184666000,0;82435000,0;-221047000,0;177885000,0;45905000,0;-129119000,0;-129119000,0;1103983000,0;;118457798,0;118201989,0;-1,092359;-1,092359;-129119000,0;-129119000,0;0,0;-129119000,0;-11883000,0;-111202000,0;-111202000,0;15752000,0;-95450000,0;-221047000,0;89067000,0;177885000,0;45905000,0;113009000,0;242648000,0;-5949000,0;248597000,0;248597000,0;355657000,0;861335000,0;1216992000,0;1216992000,0;AALR3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;0,0;0,34;96473000,0;13038000,0;13038000,0;-227878000,0;93130000,0;814782000,0;96473000,0;3343000,0;-249166000,0;202812000,0;1284000,0;-227878000,0;-227878000,0;1146839000,0;38901000,0;118293000,0;118293000,0;-1,926;-1,926;-227878000,0;-227878000,0;0,0;-227878000,0;-9319000,0;-212133000,0;-212133000,0;12664000,0;-199469000,0;-249166000,0;47638000,0;202812000,0;1284000,0;32745000,0;332057000,0;6980000,0;325077000,0;325077000,0;364802000,0;814782000,0;1179584000,0;1179584000,0;AALR3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;0,0;0,061;74621000,0;-18896000,0;-18896000,0;-227810000,0;117737000,0;759261000,0;74621000,0;-43116000,0;-201197000,0;151483000,0;1167000,0;-227810000,0;-227810000,0;1128125000,0;-32037000,0;117792141,0;117792141,0;-1,934;-1,934;-227810000,0;-227810000,0;0,0;-227810000,0;-8567000,0;-219243000,0;-219243000,0;-13991000,0;-233234000,0;-201197000,0;31985000,0;151483000,0;1167000,0;-43116000,0;368864000,0;30450000,0;338414000,0;338414000,0;325748000,0;759261000,0;1085009000,0;1085009000,0;AALR3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-31;1091374,0;0,191;200666000,0;5714000,0;5714000,0;-5625000,0;119604000,0;780530000,0;206380000,0;86776000,0;-91627000,0;84320000,0;1603000,0;-10247626,0;-5625000,0;1054351000,0;;117548000,0;117548000,0;-0,04785;-0,04785;-5625000,0;-5625000,0;0,0;-5625000,0;-7613000,0;1988000,0;1988000,0;468000,0;2456000,0;-91627000,0;8910000,0;84320000,0;1603000,0;82221000,0;273821000,0;11887000,0;261934000,0;261934000,0;356042000,0;780530000,0;1136572000,0;1136572000,0;AALR3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-12-31;0,0;0,012313;;;;1263019000,0;60614000,0;;;;-2195967000,0;5504201000,0;3308234000,0;1263019000,0;1263019000,0;;;235894231,0;232879490,0;4,25;4,3;1002000000,0;1002000000,0;;1002000000,0;-17581000,0;1019581000,0;1280600000,0;15965000,0;1296565000,0;;;;;;1073638000,0;155172000,0;283075000,0;264369000,0;;;2778394000,0;2778394000,0;ABCB4;-261019000,0;5441000,0;4049804000,0;60614000,0;60614000,0;18706000,0;1906000,0;32284000,0;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;0,0;0,009682;;;;1230594000,0;56236000,0;;;;-3324280000,0;8358249000,0;5033969000,0;1230594000,0;1230594000,0;;;240295897,0;240295897,0;4,0421;4,0421;971274000,0;971274000,0;;971274000,0;-20584000,0;991858000,0;1251178000,0;12232000,0;1263410000,0;;;;;;997404000,0;123018000,0;266076000,0;249166000,0;;;2445525000,0;2445525000,0;ABCB4;-259320000,0;8587000,0;3165159000,0;56236000,0;56236000,0;16910000,0;1333000,0;29487000,0;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;0,0;0,34;;;;1111073000,0;41109000,0;;;;-1081792000,0;3762722000,0;2680930000,0;1111073000,0;1111073000,0;;;224373146,0;221303417,0;3,8;3,85;851582000,0;851582000,0;;851582000,0;-13544000,0;865126000,0;1124617000,0;-59711000,0;1064906000,0;;;;;;874350000,0;93749000,0;236780000,0;210079000,0;;;2260275000,0;2260275000,0;ABCB4;-259491000,0;4034000,0;2817495000,0;41109000,0;41109000,0;26701000,0;868000,0;24679000,0;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;0,0;0,098805;;;;1051044000,0;30949000,0;;;;76956000,0;2377630000,0;2454586000,0;1051044000,0;1051044000,0;;;224613641,0;222209423,0;3,562041;3,601729;800234000,0;800234000,0;;800234000,0;-2461000,0;802695000,0;1053505000,0;115504000,0;1169009000,0;;;;;;811211000,0;143411000,0;211545000,0;190169000,0;;;2211034000,0;2211034000,0;ABCB4;-250810000,0;688000,0;1629421000,0;30949000,0;30949000,0;21376000,0;827000,0;19825000,0;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-12-31;;;;;;;;;;;;;;;;;;15683900000,0;15617500000,0;0,93;0,94;;;;;;;;;;;;;;;;;;;;;;;ABEV3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;-339054800,0;0,238;30436500000,0;-1424600000,0;-1424600000,0;14437200000,0;7126400000,0;43615100000,0;29011900000,0;21885500000,0;-598800000,0;2398200000,0;1623900000,0;15522745200,0;14437200000,0;67945900000,0;21801700000,0;15814700000,0;15734500000,0;0,9129;0,9176;14437200000,0;14437200000,0;;14437200000,0;-409700000,0;14846900000,0;14846900000,0;4640400000,0;19487300000,0;-598800000,0;-175500000,0;2398200000,0;1623900000,0;21506800000,0;24330800000,0;-2126400000,0;26392400000,0;6201100000,0;45837600000,0;43615100000,0;89452700000,0;134130900000,0;ABEV3;;;-993400000,0;;;20191300000,0;;;-1420700000,0;-431200000,0;121300000,0;453200000,0;0,0;99300000,0;3900000,0;64800000,0;6201100000,0;27417900000,0;;;;;;;;;;;;;;;;
2023-12-31;-13865000,0;0,005;27042500000,0;-2773000000,0;-2773000000,0;14501900000,0;6417900000,0;39291600000,0;24269500000,0;17851600000,0;-778500000,0;2815700000,0;1121400000,0;17261035000,0;14501900000,0;60964200000,0;18831000000,0;15838600000,0;15744800000,0;0,9156;0,9211;14501900000,0;14501900000,0;;14501900000,0;-458500000,0;14960400000,0;14960400000,0;75500000,0;15035900000,0;-778500000,0;-915800000,0;2815700000,0;1121400000,0;18772700000,0;21672600000,0;-1724500000,0;23436800000,0;5273700000,0;40445300000,0;39291600000,0;79736900000,0;120117700000,0;ABEV3;;;-2829100000,0;;;18163100000,0;;;-2958300000,0;56100000,0;86400000,0;-79100000,0;0,0;109400000,0;-185300000,0;-39700000,0;5273700000,0;25227500000,0;;;;;;;;;;;;;;;;
2022-12-31;-770100000,0;0,34;25349700000,0;-2265000000,0;-2265000000,0;14457900000,0;5956300000,0;40422100000,0;23084700000,0;17128400000,0;-873000000,0;2892800000,0;964300000,0;15952800000,0;14457900000,0;62306100000,0;17687800000,0;15848600000,0;15741900000,0;0,9123;0,9184;14457900000,0;14457900000,0;;14457900000,0;-433300000,0;14891200000,0;14891200000,0;-655600000,0;14235600000,0;-873000000,0;-1055500000,0;2892800000,0;964300000,0;17402700000,0;21884000000,0;-1411200000,0;23969500000,0;5236800000,0;39286700000,0;40422100000,0;79708800000,0;125907200000,0;ABEV3;;;-3814000000,0;;;18732700000,0;;;-2294100000,0;1549000000,0;88800000,0;-1578600000,0;16600000,0;101800000,0;-29100000,0;-674300000,0;5236800000,0;24851400000,0;;;;;;;;;;;;;;;;
2021-12-31;-106784400,0;0,046;23314700000,0;-2321400000,0;-2321400000,0;12671000000,0;5396700000,0;35659700000,0;20993300000,0;15596600000,0;-994100000,0;1837400000,0;1144100000,0;14885615600,0;12671000000,0;55663900000,0;17080300000,0;;;;;12671000000,0;12671000000,0;;12671000000,0;-451600000,0;13122600000,0;13122600000,0;636600000,0;13759200000,0;-994100000,0;300800000,0;1837400000,0;1144100000,0;17190400000,0;20004200000,0;-839000000,0;21845600000,0;4877400000,0;37194600000,0;35659700000,0;72854300000,0;110162700000,0;ABEV3;;;-2917100000,0;;;16968200000,0;;;-2437100000,0;595700000,0;66100000,0;-695000000,0;0,0;165400000,0;-115700000,0;-1002400000,0;4877400000,0;22052600000,0;;;;;;;;;;;;;;;;
2024-12-31;0,0;0,0;-178000,0;;;-180000,0;;;-178000,0;-178000,0;-2000,0;2000,0;;-180000,0;-180000,0;178000,0;-178000,0;508557,0;508557,0;-0,353943;-0,353943;-180000,0;-180000,0;0,0;-180000,0;;-180000,0;-180000,0;;-180000,0;-2000,0;;2000,0;;-178000,0;178000,0;9000,0;169000,0;169000,0;;;0,0;0,0;ADMF3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;-25403956,6;0,0479;-166193000,0;-530354000,0;-530354000,0;-934083000,0;103326000,0;1371353000,0;-696547000,0;-799873000,0;-249488000,0;181171000,0;6161000,0;-429132956,6;-934083000,0;1727711000,0;;61297000,0;61297000,0;-15,2386;-15,2386;-934083000,0;-934083000,0;0,0;-934083000,0;;-934083000,0;-934083000,0;-46961000,0;-981044000,0;-249488000,0;74478000,0;181171000,0;6161000,0;-211227000,0;356358000,0;231554000,0;41479000,0;41479000,0;145131000,0;1371353000,0;1516484000,0;1516484000,0;AERI3;;;;15595000,0;15595000,0;;;3561000,0;;-529876000,0;;497571000,0;;;;;;;21983000,0;32305000,0;;;;;;;;;;;;;;
2023-12-31;-1097506,4;0,1598;193900000,0;-6868000,0;-6868000,0;-106567000,0;65187000,0;2442913000,0;187032000,0;121845000,0;-385307000,0;248682000,0;11190000,0;-100796506,4;-106567000,0;2567402000,0;;61223000,0;61223000,0;-1,7406;-1,7406;-106567000,0;-106567000,0;0,0;-106567000,0;;-106567000,0;-106567000,0;-20270000,0;-126837000,0;-385307000,0;147815000,0;248682000,0;11190000,0;264513000,0;124489000,0;20124000,0;40482000,0;40482000,0;389002000,0;2442913000,0;2831915000,0;2831915000,0;AERI3;;;;4456000,0;4456000,0;;;1935000,0;;0,0;;;;;;;;;28043000,0;0,0;;;;;;;;;;;;;;
2022-12-31;-271640,8;0,1486;138080000,0;-1828000,0;-1828000,0;-119992000,0;52919000,0;2649461000,0;136252000,0;83333000,0;-318873000,0;224266000,0;15630000,0;-118435640,8;-119992000,0;2731093000,0;;37389550,0;37380685,0;-3,21;-3,21;-119992000,0;-119992000,0;0,0;-119992000,0;;-119992000,0;-119992000,0;-20941000,0;-140933000,0;-318873000,0;110237000,0;224266000,0;15630000,0;180656000,0;81632000,0;9873000,0;32558000,0;32558000,0;262288000,0;2649461000,0;2911749000,0;2911749000,0;AERI3;;;;4443000,0;4443000,0;;;2012000,0;;607000,0;;-607000,0;;;;;;;32467000,0;;;;;;;;;;;;;;;
2021-12-31;-1877675,8;0,1582;228274000,0;-11869000,0;-11869000,0;69193000,0;33039000,0;2199175000,0;216405000,0;183366000,0;-124864000,0;104428000,0;21962000,0;79184324,2;69193000,0;2280769000,0;;38160650,0;38160650,0;1,812;1,812;69193000,0;69193000,0;0,0;69193000,0;;69193000,0;69193000,0;9745000,0;78938000,0;-124864000,0;42398000,0;104428000,0;21962000,0;205381000,0;81594000,0;6641000,0;25630000,0;25630000,0;286975000,0;2199175000,0;2486150000,0;2486150000,0;AERI3;;;;3614000,0;3614000,0;25630000,0;;1602000,0;;2512000,0;;-2512000,0;;;;;;;25819000,0;;;;;;;;;;;;;;;
2025-12-31;-1487040,0;0,24;39296000,0;-6196000,0;-6196000,0;23830000,0;150000,0;11440000,0;33100000,0;32950000,0;-1702000,0;1603000,0;3000,0;28538960,0;23830000,0;16704000,0;32459000,0;;;;;23830000,0;23830000,0;0,0;23830000,0;;23830000,0;23830000,0;7517000,0;31347000,0;-1702000,0;102000,0;1603000,0;3000,0;32459000,0;5264000,0;151000,0;3239000,0;3239000,0;37723000,0;11440000,0;49163000,0;49163000,0;AFLT3;;;;93000,0;93000,0;;;;;-24000,0;;24000,0;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;146160,0;0,24;44380000,0;609000,0;609000,0;34029000,0;193000,0;38091000,0;44989000,0;44796000,0;-531000,0;105000,0;64000,0;33566160,0;34029000,0;42371000,0;43628000,0;63085000,0;63085000,0;0,54;0,54;34029000,0;34029000,0;0,0;34029000,0;;34029000,0;34029000,0;10662000,0;44691000,0;-531000,0;490000,0;105000,0;64000,0;43628000,0;4280000,0;-109000,0;2872000,0;2872000,0;47908000,0;38091000,0;85999000,0;85999000,0;AFLT3;;;;136000,0;136000,0;;;;;-9000,0;;9000,0;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;8900,0;0,1;31956000,0;89000,0;89000,0;28712000,0;198000,0;32318000,0;32045000,0;31847000,0;231000,0;14000,0;411000,0;28631900,0;28712000,0;37184000,0;30123000,0;63085000,0;63085000,0;0,46;0,46;28712000,0;28712000,0;0,0;28712000,0;;28712000,0;28712000,0;3121000,0;31833000,0;231000,0;166000,0;14000,0;411000,0;30123000,0;4866000,0;185000,0;3156000,0;3156000,0;34989000,0;32318000,0;67307000,0;67307000,0;AFLT3;;;;153000,0;153000,0;;;;;89000,0;;-89000,0;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;-5400,0;0,09;41405000,0;-60000,0;-60000,0;37490000,0;173000,0;27510000,0;41345000,0;41172000,0;9000,0;25000,0;149000,0;37544600,0;37490000,0;33735000,0;38323000,0;63085000,0;63085000,0;0,59;0,59;37490000,0;37490000,0;0,0;37490000,0;;37490000,0;37490000,0;3657000,0;41147000,0;9000,0;115000,0;25000,0;149000,0;38323000,0;6225000,0;18000,0;4151000,0;4151000,0;44548000,0;27510000,0;72058000,0;72058000,0;AFLT3;;;;113000,0;113000,0;;;;;-60000,0;;60000,0;;;;;;;;;;;;;;;;;;;;;;
2021-12-31;;;;;;;;;;;;;;;;;;63085000,0;63085000,0;1,58;1,58;;;;;;;;;;;;;;;;;;;;;;;AFLT3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-30;;;;;;;;;;;;;;;;;;100158000,0;99615000,0;1,378;1,3855;;;;;;;;;;;;;;;;;;;;;;;AGRO3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-30;-12672140,0;0,34;376181000,0;-37271000,0;-37271000,0;226867000,0;80175000,0;627815000,0;338910000,0;258735000,0;35558000,0;67220000,0;31220000,0;251465860,0;226867000,0;825124000,0;185865000,0;100074000,0;99615000,0;2,267;2,2774;226867000,0;226867000,0;;226867000,0;;226867000,0;226867000,0;-35352000,0;191515000,0;35558000,0;-71558000,0;67220000,0;31220000,0;193286000,0;118604000,0;15415000,0;101719000,0;56574000,0;311890000,0;706520000,0;1018410000,0;1036755000,0;AGRO3;;;-28155000,0;1470000,0;;45145000,0;;637000,0;-37329000,0;-9116000,0;-5999000,0;1258000,0;0,0;1859000,0;-58000,0;;9779000,0;24654000,0;28204000,0;;;1470000,0;46158000,0;;;;;;;;;;;
2023-06-30;3179750,0;0,05;358131000,0;63595000,0;63595000,0;268536000,0;88491000,0;720624000,0;421726000,0;333235000,0;-56966000,0;51526000,0;50273000,0;208120750,0;268536000,0;926579000,0;275893000,0;102377008,0;102377008,0;2,623;2,623;268536000,0;268536000,0;;268536000,0;;268536000,0;268536000,0;13173000,0;281709000,0;-56966000,0;55713000,0;51526000,0;50273000,0;275150000,0;118592000,0;23069000,0;92302000,0;58441000,0;393742000,0;807987000,0;1201729000,0;1270971000,0;AGRO3;;;83716000,0;1128000,0;;33861000,0;;562000,0;63525000,0;-20121000,0;-3775000,0;15465000,0;4865000,0;-3984000,0;-70000,0;;6790000,0;27076000,0;32836000,0;;2093000,0;1128000,0;51089000,0;;;;;;;;;;;
2022-06-30;-14634180,0;0,18;869276000,0;-81301000,0;-81301000,0;520100000,0;82614000,0;511600000,0;787975000,0;705361000,0;35374000,0;68044000,0;69740000,0;586766820,0;520100000,0;685574000,0;690177000,0;99357000,0;98844000,0;5,2347;5,2618;520100000,0;520100000,0;;520100000,0;;520100000,0;520100000,0;117217000,0;637317000,0;35374000,0;-33678000,0;68044000,0;69740000,0;683275000,0;92650000,0;9520000,0;81820000,0;48697000,0;775925000,0;592924000,0;1368849000,0;1432580000,0;AGRO3;;;-65987000,0;1290000,0;;33123000,0;;342000,0;-81332000,0;-15314000,0;-4543000,0;5795000,0;0,0;4976000,0;-31000,0;;5858000,0;22277000,0;28609000,0;;20000,0;1290000,0;42497000,0;;;;;;;;;;;
2021-06-30;-75691820,0;0,34;659451000,0;-222623000,0;-222623000,0;317646000,0;110004000,0;92774000,0;436828000,0;326824000,0;111185000,0;28693000,0;9358000,0;464577180,0;317646000,0;279799000,0;394119000,0;;;;;317646000,0;317646000,0;;317646000,0;;317646000,0;317646000,0;-19515000,0;298131000,0;111185000,0;-130520000,0;28693000,0;9358000,0;413522000,0;78002000,0;9785000,0;67085000,0;42345000,0;491524000,0;201797000,0;693321000,0;731665000,0;AGRO3;;-3964000,0;-135908000,0;981000,0;;24740000,0;;397000,0;-226576000,0;-86715000,0;-1378000,0;72669000,0;0,0;12668000,0;11000,0;;6482000,0;16917000,0;11765000,0;;151000,0;981000,0;35466000,0;;;;;;;;;;;
2024-12-31;14624420,0;0,34;-1859297000,0;43013000,0;43013000,0;-2996138000,0;-160982000,0;4674048000,0;-1816284000,0;-1816284000,0;-817333000,0;1025315000,0;342858000,0;-3024526580,0;-2996138000,0;6586598000,0;-1974231000,0;16743193,0;16743193,0;-148,285575;-148,285575;-2996138000,0;-2996138000,0;0,0;-2996138000,0;23874000,0;-3020012000,0;-3020012000,0;178413000,0;-2841599000,0;-817333000,0;134876000,0;1025315000,0;342858000,0;-1974231000,0;1912550000,0;328368000,0;1584182000,0;387635000,0;-61681000,0;4674048000,0;4612367000,0;4612367000,0;AGXY3;;;;;;1196547000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;17106991,2;0,2481;535701000,0;68952000,0;68952000,0;-374135000,0;-147420000,0;8430991000,0;604653000,0;604653000,0;-688254000,0;1093142000,0;502949000,0;-425980008,8;-374135000,0;9193740000,0;205356000,0;11161954,0;11161954,0;-29,971903;-29,971903;-374135000,0;-374135000,0;0,0;-374135000,0;-6843000,0;-367292000,0;-367292000,0;-121197000,0;-488489000,0;-688254000,0;98061000,0;1093142000,0;502949000,0;205356000,0;762749000,0;5673000,0;757076000,0;413784000,0;968105000,0;8430991000,0;9399096000,0;9399096000,0;AGXY3;;;;;;343292000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;18209040,0;0,34;994580000,0;53556000,0;53556000,0;27957000,0;108911000,0;10141031000,0;1048136000,0;939225000,0;-653327000,0;982778000,0;365697000,0;-7389960,0;27957000,0;11064653000,0;527857000,0;11161933,0;11161933,0;2,505;2,505;27957000,0;27957000,0;0,0;27957000,0;-990000,0;28947000,0;28947000,0;-72500000,0;-43553000,0;-653327000,0;36246000,0;982778000,0;365697000,0;527857000,0;923622000,0;26067000,0;897555000,0;420447000,0;1451479000,0;10141031000,0;11592510000,0;11592510000,0;AGXY3;;-26067000,0;;;;477108000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-31;2181834,6;0,1397;615247000,0;15618000,0;15618000,0;118338000,0;89356000,0;5678677000,0;630865000,0;541509000,0;-240114000,0;402721000,0;188398000,0;104901834,6;118338000,0;6249618000,0;;10595866,0;10309200,0;11,169;11,4795;118338000,0;118338000,0;0,0;118338000,0;-1059000,0;119397000,0;119397000,0;19391000,0;138788000,0;-240114000,0;25791000,0;402721000,0;188398000,0;331000000,0;570941000,0;;570941000,0;295460000,0;901941000,0;5678677000,0;6580618000,0;6580618000,0;AGXY3;;-6116000,0;;;;275481000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;0,0;0,0;151990000,0;7219000,0;7219000,0;150235000,0;5906000,0;546554000,0;159209000,0;153303000,0;-10729000,0;11070000,0;;145470460,0;150235000,0;580618000,0;145743000,0;166554000,0;166554000,0;17,58;17,58;150235000,0;150235000,0;0,0;150235000,0;;150235000,0;150235000,0;-8002000,0;142233000,0;-10729000,0;-341000,0;11070000,0;;145743000,0;34064000,0;-6521000,0;11092000,0;11006000,0;179807000,0;546554000,0;726361000,0;726361000,0;AHEB3;;;;1720000,0;1720000,0;86000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;823655,0;0,233;134128000,0;3535000,0;3535000,0;85929000,0;6940000,0;424209000,0;137663000,0;130723000,0;-14252000,0;18743000,0;;83217655,0;85929000,0;448668000,0;122697000,0;166554000,0;166554000,0;10,06;10,06;85929000,0;85929000,0;0,0;85929000,0;;85929000,0;85929000,0;26051000,0;111980000,0;-14252000,0;-4491000,0;18743000,0;;122697000,0;24459000,0;15880000,0;11109000,0;11098000,0;147156000,0;424209000,0;571365000,0;571365000,0;AHEB3;;;;1457000,0;1457000,0;11000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;90145,0;0,055;91034000,0;1639000,0;1639000,0;64734000,0;6688000,0;163586000,0;92673000,0;85985000,0;-15245000,0;17467000,0;;63185145,0;64734000,0;95533000,0;82124000,0;166554000,0;166554000,0;7,58;7,58;64734000,0;64734000,0;0,0;64734000,0;;64734000,0;64734000,0;3784000,0;68518000,0;-15245000,0;-2222000,0;17467000,0;;82124000,0;-68053000,0;-49893000,0;67529000,0;67424000,0;14071000,0;163586000,0;177657000,0;177657000,0;AHEB3;;;;924000,0;924000,0;105000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-31;0,0;0,0;-49619000,0;304000,0;304000,0;-74618000,0;8014000,0;124865000,0;-49315000,0;-57329000,0;-31792000,0;17289000,0;;-74922000,0;-74618000,0;103587000,0;;166554000,0;166554000,0;-8,73;-8,73;-74618000,0;-74618000,0;0,0;-74618000,0;;-74618000,0;-74618000,0;0,0;-74618000,0;-31792000,0;14503000,0;17289000,0;;-43130000,0;-21278000,0;10088000,0;14635000,0;14357000,0;-64408000,0;124865000,0;60457000,0;60457000,0;AHEB3;;;;669000,0;669000,0;278000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;0,0;0,0;151990000,0;7219000,0;7219000,0;150235000,0;5906000,0;546554000,0;159209000,0;153303000,0;-10729000,0;11070000,0;;145470460,0;150235000,0;580618000,0;145743000,0;166554000,0;166554000,0;17,58;17,58;150235000,0;150235000,0;0,0;150235000,0;;150235000,0;150235000,0;-8002000,0;142233000,0;-10729000,0;-341000,0;11070000,0;;145743000,0;34064000,0;-6521000,0;11092000,0;11006000,0;179807000,0;546554000,0;726361000,0;726361000,0;AHEB5;;;;1720000,0;1720000,0;86000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;823655,0;0,233;134128000,0;3535000,0;3535000,0;85929000,0;6940000,0;424209000,0;137663000,0;130723000,0;-14252000,0;18743000,0;;83217655,0;85929000,0;448668000,0;122697000,0;166554000,0;166554000,0;10,06;10,06;85929000,0;85929000,0;0,0;85929000,0;;85929000,0;85929000,0;26051000,0;111980000,0;-14252000,0;-4491000,0;18743000,0;;122697000,0;24459000,0;15880000,0;11109000,0;11098000,0;147156000,0;424209000,0;571365000,0;571365000,0;AHEB5;;;;1457000,0;1457000,0;11000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;90145,0;0,055;91034000,0;1639000,0;1639000,0;64734000,0;6688000,0;163586000,0;92673000,0;85985000,0;-15245000,0;17467000,0;;63185145,0;64734000,0;95533000,0;82124000,0;166554000,0;166554000,0;7,58;7,58;64734000,0;64734000,0;0,0;64734000,0;;64734000,0;64734000,0;3784000,0;68518000,0;-15245000,0;-2222000,0;17467000,0;;82124000,0;-68053000,0;-49893000,0;67529000,0;67424000,0;14071000,0;163586000,0;177657000,0;177657000,0;AHEB5;;;;924000,0;924000,0;105000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-31;0,0;0,0;-49619000,0;304000,0;304000,0;-74618000,0;8014000,0;124865000,0;-49315000,0;-57329000,0;-31792000,0;17289000,0;;-74922000,0;-74618000,0;103587000,0;;166554000,0;166554000,0;-8,73;-8,73;-74618000,0;-74618000,0;0,0;-74618000,0;;-74618000,0;-74618000,0;0,0;-74618000,0;-31792000,0;14503000,0;17289000,0;;-43130000,0;-21278000,0;10088000,0;14635000,0;14357000,0;-64408000,0;124865000,0;60457000,0;60457000,0;AHEB5;;;;669000,0;669000,0;278000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-12-31;0,0;0,0;151990000,0;7219000,0;7219000,0;150235000,0;5906000,0;546554000,0;159209000,0;153303000,0;-10729000,0;11070000,0;;145470460,0;150235000,0;580618000,0;145743000,0;166554000,0;166554000,0;17,58;17,58;150235000,0;150235000,0;0,0;150235000,0;;150235000,0;150235000,0;-8002000,0;142233000,0;-10729000,0;-341000,0;11070000,0;;145743000,0;34064000,0;-6521000,0;11092000,0;11006000,0;179807000,0;546554000,0;726361000,0;726361000,0;AHEB6;;;;1720000,0;1720000,0;86000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-12-31;823655,0;0,233;134128000,0;3535000,0;3535000,0;85929000,0;6940000,0;424209000,0;137663000,0;130723000,0;-14252000,0;18743000,0;;83217655,0;85929000,0;448668000,0;122697000,0;166554000,0;166554000,0;10,06;10,06;85929000,0;85929000,0;0,0;85929000,0;;85929000,0;85929000,0;26051000,0;111980000,0;-14252000,0;-4491000,0;18743000,0;;122697000,0;24459000,0;15880000,0;11109000,0;11098000,0;147156000,0;424209000,0;571365000,0;571365000,0;AHEB6;;;;1457000,0;1457000,0;11000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-12-31;90145,0;0,055;91034000,0;1639000,0;1639000,0;64734000,0;6688000,0;163586000,0;92673000,0;85985000,0;-15245000,0;17467000,0;;63185145,0;64734000,0;95533000,0;82124000,0;166554000,0;166554000,0;7,58;7,58;64734000,0;64734000,0;0,0;64734000,0;;64734000,0;64734000,0;3784000,0;68518000,0;-15245000,0;-2222000,0;17467000,0;;82124000,0;-68053000,0;-49893000,0;67529000,0;67424000,0;14071000,0;163586000,0;177657000,0;177657000,0;AHEB6;;;;924000,0;924000,0;105000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
